기간,국가명,수출건수,수출금액,수입건수,수입금액,무역수지
2015.03,칠레,"2,046","167,679","2,306","453,861","-286,182"
2015.03,뉴질랜드,"1,981","150,990","15,457","118,909","32,081"
2015.03,체코공화국,"1,885","144,577","1,796","43,066","101,511"
2015.03,우즈베크,"1,145","129,667",46,846,"128,821"
2015.03,이라크,747,"121,354",21,"674,121","-552,768"
2015.03,방글라데시,"2,853","116,590",720,"28,846","87,743"
2015.03,남아프리카공화국,"2,269","114,767",536,"77,628","37,139"
2015.03,슬로베니아,631,"113,232",270,"7,739","105,493"
2015.03,알제리,362,"110,158",14,"137,644","-27,486"
2015.03,콜롬비아,"1,461","107,250",433,"19,331","87,919"
2015.03,헝가리,"1,620","106,188","1,582","51,846","54,342"
2015.03,이스라엘,"2,169","105,398","1,618","83,535","21,863"
2015.03,페루,"1,242","99,529",404,"67,635","31,894"
2015.03,아르헨티나,920,"96,751",331,"55,589","41,162"
2015.03,오스트리아,"2,539","92,438","2,973","99,744","-7,306"
2015.03,그리스,935,"86,552",268,"2,604","83,948"
2015.03,예맨,"1,072","80,094",31,"112,741","-32,647"
2015.03,앙골라,191,"79,350",14,"1,268","78,081"
2015.03,나이지리아,826,"75,862",92,"62,337","13,524"
2015.03,오만,487,"75,471",75,"320,411","-244,940"
2015.03,맨섬,1,"71,809",2,0,"71,809"
2015.03,캄보디아,"2,720","69,994",477,"21,760","48,234"
2015.03,파키스탄,"1,891","67,201",712,"21,429","45,773"
2015.03,쿠웨이트,801,"65,473",83,"813,578","-748,105"
2015.03,요르단,"2,129","62,767",65,"5,278","57,489"
2015.03,카타르,624,"62,578",172,"1,716,585","-1,654,007"
2015.03,에쿠아도르,674,"58,163",106,"63,364","-5,201"
2015.03,미얀마,"1,163","57,883",657,"43,619","14,264"
2015.03,스웨덴,"1,385","47,817","3,211","122,433","-74,616"
2015.03,모로코,422,"47,068",327,"9,957","37,111"
2015.03,카자흐스탄,822,"46,094",38,"6,881","39,213"
2015.03,루마니아,987,"42,488","1,277","58,238","-15,750"
2015.03,리비아,"3,474","42,164",11,714,"41,450"
2015.03,크로아티아,146,"41,347",78,566,"40,781"
2015.03,마카오,127,"37,687",44,178,"37,509"
2015.03,토고,73,"36,294",33,"2,674","33,620"
2015.03,피지,112,"34,556",19,361,"34,195"
2015.03,스위스,"1,006","33,830","4,614","232,300","-198,470"
2015.03,포루투갈,778,"30,491","2,337","16,565","13,925"
2015.03,뉴 칼레도니아,109,"29,703",5,"7,311","22,392"
2015.03,과테말라,669,"24,757",264,"41,945","-17,189"
2015.03,파라과이,209,"24,387",13,245,"24,142"
2015.03,몽골,"1,376","24,105","1,684","3,552","20,552"
2015.03,케냐,386,"23,307",62,"2,395","20,912"
2015.03,스리랑카,"1,238","23,067",451,"8,236","14,831"
2015.03,코스타리카,347,"22,800",434,"12,705","10,095"
2015.03,아일랜드,393,"22,312","1,078","96,509","-74,197"
2015.03,수단,245,"20,754",16,"1,491","19,264"
2015.03,도미니카 공화국,515,"20,455",151,"8,420","12,036"
2015.03,핀란드,680,"19,612","1,410","117,875","-98,263"
2015.03,가나,709,"19,161",38,"4,099","15,062"
2015.03,레바논,358,"19,061",36,"2,361","16,700"
2015.03,리투아니아,295,"18,950",411,"20,662","-1,712"
2015.03,푸에르토리코,169,"17,557",188,"19,185","-1,628"
2015.03,바레인,291,"17,282",64,"28,572","-11,290"
2015.03,우루과이,249,"16,588",81,"9,035","7,554"
2015.03,탄자니아,218,"15,571",20,"4,199","11,373"
2015.03,엘살바도르,196,"15,319",67,"1,370","13,949"
2015.03,라오스,221,"15,239",41,"3,162","12,077"
2015.03,우크라이나,545,"15,232",243,"69,512","-54,280"
2015.03,투르크멘,107,"11,880",0,5,"11,874"
2015.03,튀니지,192,"11,697",347,"13,195","-1,498"
2015.03,온두라스,198,"10,353",102,"15,518","-5,165"
2015.03,코트디봐르,181,"10,080",16,"2,120","7,960"
2015.03,니카라과,261,"9,986",37,921,"9,065"
2015.03,시리아,178,"9,738",0,0,"9,738"
2015.03,불가리아,334,"9,473",470,"7,626","1,848"
2015.03,이디오피아,115,"9,068",155,"4,977","4,091"
2015.03,브루나이,111,"8,971",24,"36,578","-27,607"
2015.03,팔레스타인 해방기구,118,"8,906",0,0,"8,906"
2015.03,아제르바이잔,111,"8,905",0,3,"8,902"
2015.03,지부티,84,"8,888",0,0,"8,888"
2015.03,모잠비크,76,"8,632",6,314,"8,318"
2015.03,키르기스스탄,599,"8,582",5,137,"8,445"
2015.03,파푸아 뉴기니,123,"7,780",25,"2,316","5,464"
2015.03,볼리비아,133,"6,996",15,"29,686","-22,690"
2015.03,세네갈,122,"6,347",65,"3,067","3,280"
2015.03,트리니다드 토바고,104,"6,291",14,766,"5,525"
2015.03,아프카니스탄,148,"6,117",4,2,"6,115"
2015.03,베네주엘라,154,"5,971",23,74,"5,897"
2015.03,조지아,143,"5,672",20,341,"5,331"
2015.03,괌,334,"5,647",9,135,"5,512"
2015.03,라트비아,197,"5,004",156,"4,796",208
2015.03,불령 폴리네시아,55,"4,755",0,0,"4,755"
2015.03,기니,71,"4,724",74,"3,699","1,025"
2015.03,모리셔스,184,"4,484",27,513,"3,971"
2015.03,불령 리유니온 코모도 제도,42,"4,447",1,0,"4,447"
2015.03,에스토니아,216,"4,361",165,"14,348","-9,987"
2015.03,세르비아,120,"3,932",73,"26,582","-22,650"
2015.03,베라루스,87,"3,812",48,"8,848","-5,036"
2015.03,아이슬란드,33,"3,558",78,"2,042","1,516"
2015.03,베닝,55,"3,408",5,577,"2,831"
2015.03,아이티,94,"3,013",25,32,"2,981"
2015.03,콩고,52,"2,938",20,"3,070",-132
2015.03,콩고민주공화국,55,"2,899",51,"30,141","-27,242"
2015.03,말라위,29,"2,890",4,902,"1,988"
2015.03,사모아,20,"2,705",1,18,"2,687"
2015.03,타지크,238,"2,650",0,0,"2,650"
2015.03,잠비아,78,"2,450",21,"26,085","-23,635"
2015.03,가봉,32,"2,444",5,"76,961","-74,517"
2015.03,쿠바,77,"2,401",10,934,"1,466"
2015.03,가이아나,38,"2,259",5,189,"2,071"
2015.03,네팔,137,"2,249",32,111,"2,138"
2015.03,말리,21,"2,235",3,"4,790","-2,555"
2015.03,네덜란드 열도,45,"2,146",1,4,"2,143"
2015.03,세이쉘,49,"2,128",12,826,"1,302"
2015.03,사이프러스,118,"2,104",32,601,"1,503"
2015.03,우간다,57,"2,023",15,52,"1,971"
2015.03,자마이카,55,"1,858",14,442,"1,416"
2015.03,카메룬,52,"1,786",18,133,"1,653"
2015.03,마다카스카르,76,"1,749",45,"11,346","-9,597"
2015.03,보스니아-헤르체고비나,23,"1,660",47,467,"1,194"
2015.03,아루바,22,"1,656",0,0,"1,656"
2015.03,짐바브웨,48,"1,649",10,317,"1,332"
2015.03,알바니아,39,"1,568",43,120,"1,449"
2015.03,버뮤다,11,"1,563",0,0,"1,563"
2015.03,부르키나 파소,16,"1,384",7,562,822
2015.03,티모르,30,"1,290",2,127,"1,162"
2015.03,룩셈부르그,71,"1,140",163,"3,879","-2,738"
2015.03,아메리칸 사모아,12,"1,125",2,274,852
2015.03,루안다,27,"1,108",1,97,"1,011"
2015.03,부룬디,3,"1,037",0,0,"1,037"
2015.03,북마리아나 군도,114,"1,020",3,1,"1,019"
2015.03,마세도니아,26,"1,005",12,96,909
2015.03,기타국,22,996,419,"3,205","-2,209"
2015.03,보츠와나,15,851,7,"25,344","-24,493"
2015.03,바하마,37,851,4,5,846
2015.03,과델로프,15,838,0,0,838
2015.03,키리바티,37,811,2,"1,329",-518
2015.03,마티니크,13,761,0,0,761
2015.03,수리남,28,716,4,243,473
2015.03,리히텐슈타인,22,696,34,794,-98
2015.03,모리타니,11,665,29,"5,087","-4,422"
2015.03,니제르,9,653,0,1,652
2015.03,영령 캐이맨 군도,8,616,2,0,615
2015.03,바베이도스,13,609,0,0,609
2015.03,아르메니아,45,570,18,134,436
2015.03,몰디브,45,529,3,536,-7
2015.03,시에라 리온,10,484,20,"1,183",-698
2015.03,마이크로네시아,43,483,2,78,405
2015.03,안티가 바부다,6,472,0,0,472
2015.03,감비아,13,440,0,0,440
2015.03,세인트 키츠 네비스,14,428,2,3,425
2015.03,나미비아,17,408,13,681,-272
2015.03,소말리아,8,346,0,0,346
2015.03,몰도바,17,343,39,"1,471","-1,128"
2015.03,에리트리아,3,300,0,0,300
2015.03,세인트 루시아,8,280,4,0,280
2015.03,벨리제,8,279,5,193,85
2015.03,솔로몬 군도,10,273,5,630,-357
2015.03,부탄,21,272,1,0,271
2015.03,도미니카,7,263,0,0,263
2015.03,세인트 마틴,2,257,0,0,257
2015.03,팔라우,24,255,1,2,253
2015.03,적도 기니,4,231,2,"86,929","-86,698"
2015.03,영령 버진군도,3,225,0,0,225
2015.03,그레나다,6,221,0,0,221
2015.03,지브랄타,23,206,0,0,206
2015.03,바누아투,33,199,8,201,-2
2015.03,챠드,13,189,0,0,189
2015.03,레소토,2,166,0,0,165
2015.03,카보 베르데,5,166,0,0,166
2015.03,스와질랜드,19,135,15,"1,910","-1,775"
2015.03,세인트 빈센트 그레나딘,2,130,0,0,130
2015.03,불령 가이아나,8,122,1,29,93
2015.03,메요트,2,108,0,0,108
2015.03,남수단,3,96,0,0,96
2015.03,국제통화기금,3,96,0,0,96
2015.03,안도라,3,35,1,6,29
2015.03,스발비드 군도,1,32,0,0,32
2015.03,투발루,1,24,0,0,24
2015.03,나우르,1,18,1,1,17
2015.03,통가,1,18,3,60,-42
2015.03,큐라소,1,16,0,0,16
2015.03,미령 버진군도,1,16,1,5,11
2015.03,모나코,4,13,9,417,-404
2015.03,기네비소,2,12,1,38,-26
2015.03,앙귈라,1,9,1,10,-1
2015.03,몬테네그로,2,9,1,0,9
2015.03,산마리노,1,9,1,10,-1
2015.03,포클랜드 군도,5,5,0,0,5
2015.03,상토메 프린스페,1,4,0,0,4
2015.03,중앙아프리카공화국,1,2,2,21,-19
2015.03,세인트 헬레나,0,0,0,0,0
2015.03,코스 군도,0,0,1,0,0
2015.03,세인트 바르탤르미,0,0,1,5,-5
2015.03,안타티카,0,0,2,585,-585
2015.03,코모로스,0,0,0,7,-7
2015.03,그린랜드,1,0,13,365,-365
2015.03,토켈라우,0,0,3,10,-10
2015.03,파로에 군도,1,0,0,0,0
2015.03,피트카이른,0,0,0,5,-5
2015.03,니우에,0,0,1,10,-10
2015.03,노폴크 아일랜드,0,0,0,0,0
2015.03,몬트세라트,0,0,3,1,-1
2015.03,교황청,0,0,0,0,0
2015.03,투르크 & 카이코스 군도,0,0,2,7,-7
2015.04,중국,"118,916","11,765,637","274,021","7,648,402","4,117,234"
2015.04,미국,"76,605","6,204,676","490,644","3,842,049","2,362,628"
2015.04,홍콩,"32,664","2,650,180","13,500","110,121","2,540,059"
2015.04,베트남,"42,227","2,461,287","18,188","724,657","1,736,630"
2015.04,일본,"58,362","2,380,419","94,258","4,276,097","-1,895,679"
2015.04,싱가포르,"17,865","1,166,927","9,452","643,590","523,337"
2015.04,대만,"18,733","1,146,417","23,262","1,455,797","-309,380"
2015.04,인도,"17,672","1,059,239","7,669","367,308","691,931"
2015.04,멕시코,"11,572","1,040,712","5,776","366,271","674,440"
2015.04,사우디아라비아,"4,358","924,826",512,"2,010,796","-1,085,970"
2015.04,인도네시아,"15,902","841,542","7,725","744,217","97,325"
2015.04,호주,"9,758","812,755","16,783","1,437,302","-624,547"
2015.04,필리핀,"9,747","779,560","7,584","293,721","485,839"
2015.04,아랍에미리트 연합,"7,760","686,746",603,"704,815","-18,069"
2015.04,브라질,"8,269","591,759","1,499","261,284","330,475"
2015.04,태국,"13,391","573,138","10,590","432,440","140,698"
2015.04,말레이시아,"12,184","571,896","11,309","708,523","-136,627"
2015.04,스위스,970,"550,099","4,249","226,204","323,895"
2015.04,독일,"13,313","541,071","123,239","1,737,494","-1,196,423"
2015.04,영국,"7,140","535,244","22,882","429,955","105,290"
2015.04,터키,"5,584","496,682","1,750","40,193","456,489"
2015.04,러시아 연방,"6,179","420,773","1,592","905,928","-485,155"
2015.04,캐나다,"6,762","420,116","6,917","445,664","-25,549"
2015.04,마샬군도,30,"363,624",4,10,"363,615"
2015.04,이란,"1,932","362,252",122,"202,113","160,139"
2015.04,슬로바키아,"2,656","304,874",677,"18,221","286,653"
2015.04,파나마,746,"287,872",95,"1,327","286,545"
2015.04,네덜란드,"7,112","275,611","4,164","414,472","-138,860"
2015.04,이탈리아,"5,679","263,850","23,871","468,555","-204,705"
2015.04,이집트,"3,700","256,812",132,"26,190","230,622"
2015.04,덴마크,"1,030","245,864","2,611","119,027","126,837"
2015.04,라이베리아,43,"228,837",8,3,"228,833"
2015.04,폴란드,"5,732","211,642","1,501","73,793","137,849"
2015.04,버뮤다,17,"203,698",0,0,"203,698"
2015.04,스페인,"3,806","199,505","10,958","270,977","-71,472"
2015.04,벨기에,"1,872","178,149","2,391","112,849","65,300"
2015.04,체코공화국,"2,028","177,773","1,788","56,123","121,650"
2015.04,프랑스,"5,094","175,803","13,438","505,683","-329,880"
2015.04,칠레,"2,039","173,976","3,166","528,352","-354,376"
2015.04,우즈베크,"1,252","170,798",47,"1,079","169,719"
2015.04,이라크,633,"168,114",12,"234,663","-66,549"
2015.04,방글라데시,"3,090","157,310",852,"29,010","128,299"
2015.04,몰타,320,"155,664",146,"6,803","148,862"
2015.04,노르웨이,464,"136,414","2,196","273,139","-136,725"
2015.04,페루,"1,155","136,391",386,"92,939","43,452"
2015.04,남아프리카공화국,"2,214","131,857",558,"148,844","-16,987"
2015.04,오스트리아,"2,567","122,200","2,863","104,259","17,941"
2015.04,슬로베니아,654,"118,556",318,"11,446","107,110"
2015.04,콜롬비아,"1,414","107,548",386,"18,695","88,854"
2015.04,이스라엘,"2,075","107,266","1,531","72,689","34,577"
2015.04,요르단,"2,283","89,511",51,"9,282","80,229"
2015.04,알제리,399,"86,770",8,"12,556","74,214"
2015.04,쿠웨이트,793,"84,837",71,"665,623","-580,787"
2015.04,오만,466,"80,319",62,"251,503","-171,184"
2015.04,리비아,"2,981","80,259",22,"46,412","33,847"
2015.04,뉴질랜드,"1,932","78,041","14,832","107,629","-29,588"
2015.04,맨섬,1,"71,809",0,0,"71,809"
2015.04,파키스탄,"2,039","70,942",753,"34,603","36,339"
2015.04,아르헨티나,942,"70,590",335,"35,518","35,072"
2015.04,헝가리,"1,756","68,501","1,578","62,700","5,800"
2015.04,캄보디아,"2,614","65,458",479,"21,542","43,916"
2015.04,스웨덴,"1,394","59,194","3,124","133,597","-74,403"
2015.04,나이지리아,753,"57,722",113,"194,786","-137,064"
2015.04,루마니아,"1,026","52,795","1,216","60,132","-7,337"
2015.04,미얀마,"1,147","51,992",591,"44,993","6,999"
2015.04,크로아티아,138,"44,728",91,956,"43,771"
2015.04,카타르,592,"44,185",148,"1,566,777","-1,522,592"
2015.04,에쿠아도르,519,"39,996",96,"4,360","35,636"
2015.04,피지,90,"39,626",16,297,"39,329"
2015.04,카자흐스탄,774,"35,573",55,"25,937","9,635"
2015.04,모로코,381,"34,923",298,"12,099","22,824"
2015.04,포루투갈,859,"32,640","1,609","24,507","8,134"
2015.04,과테말라,740,"31,616",284,"15,086","16,530"
2015.04,앙골라,251,"30,975",6,936,"30,039"
2015.04,아일랜드,381,"30,520","1,177","99,596","-69,076"
2015.04,몽골,"1,517","27,849",791,"5,259","22,590"
2015.04,리투아니아,312,"27,664",355,"4,592","23,072"
2015.04,코스타리카,351,"26,203",398,"16,093","10,110"
2015.04,스리랑카,"1,208","24,991",432,"7,587","17,405"
2015.04,핀란드,675,"24,110","1,369","96,079","-71,970"
2015.04,파라과이,184,"23,026",19,576,"22,450"
2015.04,푸에르토리코,161,"22,427",157,"19,576","2,851"
2015.04,도미니카 공화국,622,"22,350",143,"7,265","15,086"
2015.04,그리스,851,"21,622",276,"20,494","1,128"
2015.04,레바논,314,"21,330",45,"2,242","19,088"
2015.04,케냐,385,"20,269",75,"2,533","17,736"
2015.04,우루과이,232,"18,844",72,"2,933","15,911"
2015.04,라오스,264,"18,784",45,"3,346","15,439"
2015.04,바레인,286,"17,525",78,"65,347","-47,823"
2015.04,가나,701,"16,584",41,"4,105","12,479"
2015.04,베네주엘라,152,"16,500",15,85,"16,415"
2015.04,팔레스타인 해방기구,122,"15,585",0,0,"15,585"
2015.04,튀니지,188,"15,401",272,"2,828","12,573"
2015.04,니카라과,376,"15,350",41,975,"14,375"
2015.04,토고,41,"15,338",14,"1,387","13,951"
2015.04,이디오피아,151,"12,952",113,"3,048","9,904"
2015.04,우크라이나,496,"11,777",213,"57,388","-45,611"
2015.04,수단,233,"11,726",12,"1,382","10,344"
2015.04,온두라스,169,"11,549",93,"4,612","6,937"
2015.04,시리아,168,"11,447",3,11,"11,436"
2015.04,볼리비아,142,"11,223",27,"21,028","-9,805"
2015.04,탄자니아,191,"10,817",15,"3,326","7,491"
2015.04,코트디봐르,171,"9,524",15,"1,535","7,988"
2015.04,엘살바도르,158,"9,264",58,704,"8,560"
2015.04,아제르바이잔,115,"9,227",0,1,"9,226"
2015.04,투르크멘,96,"8,776",0,4,"8,772"
2015.04,키르기스스탄,483,"8,111",7,114,"7,997"
2015.04,괌,320,"7,647",14,36,"7,611"
2015.04,불가리아,313,"7,617",354,"5,673","1,944"
2015.04,세르비아,113,"7,595",50,"12,695","-5,101"
2015.04,라트비아,230,"7,530",204,"5,764","1,766"
2015.04,뉴 칼레도니아,91,"7,405",8,"7,166",239
2015.04,트리니다드 토바고,105,"7,400",15,750,"6,650"
2015.04,파푸아 뉴기니,112,"7,335",20,"1,139","6,195"
2015.04,베라루스,95,"6,453",36,"4,158","2,295"
2015.04,지부티,64,"6,374",0,0,"6,374"
2015.04,쿠바,60,"5,383",4,11,"5,372"
2015.04,카메룬,66,"5,327",16,419,"4,908"
2015.04,브루나이,126,"5,298",32,"118,381","-113,083"
2015.04,에스토니아,197,"5,283",196,"5,972",-688
2015.04,기니,75,"5,281",62,"3,371","1,910"
2015.04,마이크로네시아,34,"5,162",0,0,"5,162"
2015.04,아이티,133,"4,968",26,235,"4,733"
2015.04,조지아,128,"4,639",17,936,"3,702"
2015.04,세네갈,87,"4,197",54,"2,874","1,323"
2015.04,모리셔스,157,"4,091",17,322,"3,770"
2015.04,사이프러스,92,"3,693",22,"39,894","-36,201"
2015.04,팔라우,20,"3,682",1,2,"3,680"
2015.04,모잠비크,62,"3,443",5,10,"3,433"
2015.04,마카오,122,"3,275",39,166,"3,109"
2015.04,아이슬란드,42,"3,087",107,"4,942","-1,856"
2015.04,사모아,22,"2,997",2,41,"2,956"
2015.04,잠비아,68,"2,946",27,"39,102","-36,156"
2015.04,콩고,50,"2,758",11,677,"2,081"
2015.04,자마이카,57,"2,585",9,414,"2,171"
2015.04,가이아나,27,"2,552",4,135,"2,417"
2015.04,아프카니스탄,124,"2,458",3,7,"2,451"
2015.04,아메리칸 사모아,24,"2,444",1,274,"2,171"
2015.04,베닝,47,"2,424",10,"2,212",212
2015.04,네팔,108,"2,411",33,59,"2,352"
2015.04,예맨,193,"1,989",48,"60,840","-58,851"
2015.04,기타국,28,"1,976",409,"3,036","-1,060"
2015.04,네덜란드 열도,42,"1,950",1,4,"1,947"
2015.04,말리,22,"1,904",1,421,"1,482"
2015.04,보츠와나,20,"1,765",2,14,"1,751"
2015.04,마다카스카르,94,"1,736",41,"8,148","-6,412"
2015.04,알바니아,34,"1,722",43,169,"1,553"
2015.04,짐바브웨,42,"1,677",18,765,911
2015.04,콩고민주공화국,31,"1,648",50,"37,260","-35,612"
2015.04,가봉,30,"1,563",7,"42,651","-41,088"
2015.04,루안다,18,"1,487",2,22,"1,465"
2015.04,불령 리유니온 코모도 제도,26,"1,485",1,6,"1,479"
2015.04,타지크,176,"1,457",1,1,"1,456"
2015.04,바하마,27,"1,430",4,10,"1,420"
2015.04,보스니아-헤르체고비나,23,"1,412",46,780,632
2015.04,세이쉘,40,"1,358",7,138,"1,220"
2015.04,룩셈부르그,79,"1,340",152,"3,632","-2,292"
2015.04,아루바,25,"1,233",1,90,"1,144"
2015.04,부르키나 파소,12,"1,206",4,448,758
2015.04,영령 캐이맨 군도,7,"1,098",1,45,"1,054"
2015.04,마세도니아,25,"1,003",10,106,897
2015.04,티모르,15,935,0,0,935
2015.04,큐라소,3,890,0,0,890
2015.04,키리바티,71,882,5,12,869
2015.04,나미비아,23,852,5,"1,347",-496
2015.04,수리남,22,812,12,408,404
2015.04,안티가 바부다,8,793,0,0,793
2015.04,국제통화기금,5,759,0,0,759
2015.04,말라위,21,673,4,66,607
2015.04,마티니크,18,668,0,0,668
2015.04,영령 버진군도,4,625,1,43,582
2015.04,북마리아나 군도,78,586,1,0,586
2015.04,우간다,34,585,26,"1,921","-1,336"
2015.04,니제르,4,582,1,0,582
2015.04,바베이도스,13,572,1,22,550
2015.04,리히텐슈타인,23,568,35,463,105
2015.04,스와질랜드,16,537,12,437,100
2015.04,과델로프,11,516,0,0,516
2015.04,아르메니아,44,502,12,96,406
2015.04,몰디브,47,497,7,"2,047","-1,550"
2015.04,불령 폴리네시아,29,433,5,32,401
2015.04,모리타니,22,427,9,"1,470","-1,044"
2015.04,시에라 리온,9,390,12,537,-147
2015.04,세인트 빈센트 그레나딘,8,382,0,0,382
2015.04,감비아,8,321,1,33,287
2015.04,몰도바,19,312,32,613,-302
2015.04,그레나다,8,290,0,0,290
2015.04,솔로몬 군도,10,279,4,914,-635
2015.04,벨리제,7,273,3,24,249
2015.04,바누아투,25,259,8,516,-257
2015.04,카보 베르데,7,250,1,0,249
2015.04,세인트 루시아,10,217,2,0,217
2015.04,도미니카,22,212,0,0,212
2015.04,세인트 키츠 네비스,6,191,1,0,191
2015.04,부탄,21,190,0,0,190
2015.04,안도라,5,150,2,20,130
2015.04,불령 가이아나,8,128,2,0,128
2015.04,챠드,12,87,0,0,87
2015.04,지브랄타,31,79,1,3,76
2015.04,산마리노,3,77,2,6,71
2015.04,기네비소,2,67,0,0,67
2015.04,소말리아,1,64,3,56,7
2015.04,투르크 & 카이코스 군도,2,43,0,0,43
2015.04,모나코,4,34,10,494,-459
2015.04,메요트,1,30,0,1,29
2015.04,통가,3,26,2,29,-3
2015.04,중앙아프리카공화국,1,18,0,0,18
2015.04,몬테네그로,4,17,2,1,16
2015.04,적도 기니,2,10,1,"34,867","-34,858"
2015.04,부룬디,1,10,0,0,10
2015.04,몬트세라트,1,7,0,0,7
2015.04,포클랜드 군도,2,6,2,180,-174
2015.04,미령 버진군도,2,5,1,8,-3
2015.04,쿡 아일랜드,1,3,0,0,3
2015.04,에리트리아,2,2,0,0,2
2015.04,세인트 바르탤르미,0,0,0,12,-12
2015.04,나우르,0,0,2,0,0
2015.04,니우에,0,0,1,1,-1
2015.04,코스 군도,0,0,1,1,-1
2015.04,크리스마스 아일랜드,0,0,0,1,-1
2015.04,남수단,2,0,0,0,0
2015.04,토켈라우,0,0,0,3,-3
2015.04,그린랜드,0,0,13,300,-300
2015.04,코모로스,0,0,2,15,-15
2015.04,파로에 군도,0,0,1,1,-1
2015.04,앙귈라,1,0,0,0,0
2015.04,안타티카,0,0,22,"3,403","-3,403"
2015.04,세인트 마틴,1,0,0,0,0
2015.05,중국,"107,265","10,927,133","244,025","6,993,229","3,933,904"
2015.05,미국,"66,121","5,623,941","464,243","3,529,283","2,094,658"
2015.05,홍콩,"28,854","2,559,831","16,834","119,097","2,440,735"
2015.05,일본,"50,512","2,331,637","80,872","3,503,700","-1,172,063"
2015.05,베트남,"35,406","2,244,149","16,151","616,333","1,627,816"
2015.05,싱가포르,"15,958","1,044,615","8,712","699,688","344,927"
2015.05,멕시코,"9,848","1,007,101","5,777","399,953","607,147"
2015.05,인도,"14,891","1,004,279","6,780","398,097","606,182"
2015.05,대만,"16,866","991,491","21,428","1,338,309","-346,818"
2015.05,영국,"6,521","932,768","19,643","620,219","312,549"
2015.05,호주,"8,709","823,557","18,879","1,202,433","-378,877"
2015.05,사우디아라비아,"3,527","751,469",517,"2,486,128","-1,734,659"
2015.05,필리핀,"9,101","710,386","7,096","237,072","473,315"
2015.05,말레이시아,"10,447","641,782","10,491","538,071","103,711"
2015.05,인도네시아,"12,775","639,712","6,909","723,240","-83,529"
2015.05,터키,"4,686","521,473","1,833","80,880","440,593"
2015.05,태국,"11,702","507,295","9,444","404,020","103,276"
2015.05,아랍에미리트 연합,"6,927","504,260",591,"653,202","-148,942"
2015.05,독일,"11,848","482,306","105,294","1,654,668","-1,172,363"
2015.05,네덜란드,"6,015","443,405","3,915","267,576","175,828"
2015.05,덴마크,866,"422,086","2,502","100,020","322,067"
2015.05,마샬군도,22,"414,900",6,5,"414,895"
2015.05,브라질,"6,643","413,912","1,619","341,736","72,176"
2015.05,캐나다,"5,799","384,277","6,474","390,464","-6,188"
2015.05,러시아 연방,"5,206","381,016","1,507","809,130","-428,115"
2015.05,이란,"1,613","356,011",114,"231,672","124,339"
2015.05,이탈리아,"4,977","332,562","22,841","424,919","-92,357"
2015.05,프랑스,"4,288","320,574","12,102","700,624","-380,049"
2015.05,슬로바키아,"2,172","284,876",762,"23,178","261,698"
2015.05,체코공화국,"1,920","220,361","1,621","43,763","176,597"
2015.05,이집트,"3,064","213,020",146,"30,790","182,230"
2015.05,폴란드,"4,611","177,838","1,373","54,931","122,907"
2015.05,스페인,"3,490","172,013","5,499","187,378","-15,365"
2015.05,벨기에,"1,645","157,994","2,102","130,895","27,099"
2015.05,파나마,676,"146,115",97,"169,960","-23,844"
2015.05,칠레,"1,692","145,358","1,493","362,870","-217,512"
2015.05,이라크,507,"133,111",22,"493,586","-360,475"
2015.05,슬로베니아,576,"131,900",270,"11,293","120,607"
2015.05,우즈베크,868,"120,143",67,"1,435","118,708"
2015.05,남아프리카공화국,"2,043","119,751",606,"134,917","-15,166"
2015.05,이스라엘,"1,921","108,368","1,428","52,442","55,925"
2015.05,방글라데시,"2,633","100,610",562,"18,054","82,556"
2015.05,뉴질랜드,"1,734","90,395","15,886","110,585","-20,190"
2015.05,페루,999,"87,982",416,"95,811","-7,829"
2015.05,포루투갈,809,"82,421","1,616","13,314","69,108"
2015.05,아르헨티나,941,"81,854",295,"27,027","54,827"
2015.05,쿠웨이트,653,"81,727",74,"791,455","-709,729"
2015.05,오만,367,"81,193",61,"141,858","-60,664"
2015.05,헝가리,"1,489","78,941","1,520","50,172","28,770"
2015.05,콜롬비아,"1,208","78,726",380,"17,801","60,926"
2015.05,노르웨이,481,"77,915","2,070","225,337","-147,422"
2015.05,파키스탄,"1,722","64,195",723,"22,276","41,919"
2015.05,오스트리아,"1,986","62,368","2,615","111,663","-49,295"
2015.05,세네갈,80,"62,170",82,"4,438","57,732"
2015.05,요르단,"2,101","61,874",57,"5,708","56,166"
2015.05,미얀마,"1,214","58,384",320,"14,699","43,685"
2015.05,스웨덴,"1,238","58,116","2,738","113,796","-55,680"
2015.05,리비아,"3,366","52,492",21,"49,363","3,129"
2015.05,캄보디아,"2,129","52,004",391,"12,601","39,403"
2015.05,알제리,292,"49,445",13,"45,769","3,676"
2015.05,나이지리아,663,"47,372",93,"107,044","-59,673"
2015.05,카타르,492,"44,497",169,"1,658,668","-1,614,171"
2015.05,루마니아,819,"43,597","1,042","44,749","-1,152"
2015.05,카자흐스탄,675,"39,265",35,"56,916","-17,652"
2015.05,에쿠아도르,504,"38,190",118,"44,940","-6,750"
2015.05,핀란드,637,"33,148","1,195","92,367","-59,219"
2015.05,스위스,881,"31,741","3,865","183,395","-151,654"
2015.05,라이베리아,20,"31,046",12,131,"30,915"
2015.05,맨섬,1,"30,433",1,0,"30,433"
2015.05,베네주엘라,129,"28,671",19,171,"28,500"
2015.05,과테말라,588,"26,820",276,"4,767","22,053"
